"manipulation_condition","manipulation_condition_word","system_justification_GMC","pre_evidence_guilt_belief","alignment_search","post_evidence_guilt_belief","right_wing_authoritarianism_GMC","social_dominance_orientation_GMC","political_orientation","race","hispanic","education","age","gender","zip","which_stim","year","month","day","observation1","observation1_code","observation2","observation2_code","observation3","observation3_code","observation4","observation4_code"
-0.5,"Exonerating",1.23871882086168,2,2,2,0.172919672919673,-0.722789115646259,0,"1",2,6,31,2,"78228",4,2025,4,15,"mouth",0,"eye width apart",0,"nose bridge angle",0,"hair style",0
0,"Control",-1.38628117913832,0,2,1,0.0895863395863392,-1.22278911564626,-1,"1",2,3,63,2,"71901",1,2025,4,15,"ears",0,"shape of face",0,"mouth shape and size",0,"facial hair and hair",0
0.5,"Incriminating",1.98871882086168,2,2,2,0.0895863395863392,0.152210884353741,-3.33333333333333,"2",2,6,27,2,"95624",4,2025,4,15,"Hair",0,"The Coat",0,"The nose",0,"Mouth",0
0,"Control",1.73871882086168,0,2,3,0.922919672919673,-0.222789115646259,-0.66666666666667,"1",1,4,46,1,"33442",4,2025,4,15,"eye width apart",0,"nose bridge",0,"mouth shape",0,"chin and overall headshape match, plus hair",0
-0.5,"Exonerating",0.363718820861679,-2,0,2,1.17291967291967,2.90221088435374,-2,"2",2,6,43,2,"98272",3,2025,4,15,"eye width apart",0,"nose bridge angle",0,"mouth shape",1,"ears",1
-0.5,"Exonerating",-1.51128117913832,-3,-1,-2,-3.07708032708033,-1.72278911564626,-4,"1",2,2,41,1,"37129",4,2025,4,15,"haircut",1,"space between mouth and nose ",1,"forehead ",1,"cheek bone height",0
0.5,"Incriminating",0.738718820861679,1,1,1,0.672919672919673,-0.722789115646259,3,"1",2,6,38,1,"07020",4,2025,4,15,"nose bridge angle",0,"mouth shape",0,"eye width part",1,"face",0
0.5,"Incriminating",0.863718820861679,-1,2,1,1.83958633958634,1.40221088435374,4,"3",2,5,36,1,"46221",3,2025,4,15,"nose",0,"ears",0,"hair",0,"mouth",0
-0.5,"Exonerating",-3.13628117913832,0,1,-3,2.67291967291967,1.65221088435374,1.33333333333333,"2",2,5,38,2,"75964",2,2025,4,15,"Eye width apart",0,"Nose bridge angle",0,"Mouth shape",0,"Bald ",1
0.5,"Incriminating",0.113718820861679,-2,1,0,0.00625300625300618,1.40221088435374,0,"1",1,2,26,1,"90731",3,2025,4,15,"nose shape",0,"hair",0,"eyes",0,"lips",1
0,"Control",-3.76128117913832,0,2,2,1.75625300625301,-1.72278911564626,2,"2",2,3,67,2,"36101",1,2025,4,15,"eyes",0,"jaw line",0,"forehead",0,"eyes",0
-0.5,"Exonerating",0.488718820861679,-4,2,2,-0.827080327080327,-0.347789115646259,-3,"1",2,6,30,2,"27101",3,2025,4,15,"He looks like our guy, look at the eye brows, they both lift up from the middle part.",0,"He looks like our guy. The cheek bones look alike, they both slant downwards.",0,"Looks like our guy. Both their hair have a laid front.",0,"Totally looks like our guy. Their noses have a similar shape.",0
-0.5,"Exonerating",1.25657596371882,-2,0,-1,1.58958633958634,0.652210884353741,2.33333333333333,"1",2,6,52,1,"79382",3,2025,4,15,"2",1,"4",0,"3",1,"4",0
-0.5,"Exonerating",2.23871882086168,4,2,3,0.922919672919673,-0.722789115646259,0,"2",2,5,55,1,"07106",1,2025,4,15,"Eyes",0,"Nose",0,"Head shape",0,"Mouth shape",0
-0.5,"Exonerating",-1.26128117913832,0,-2,-1,0.506253006253006,0.0272108843537411,-1.33333333333333,"1",2,6,NA,1,"90049",4,2025,4,15,"Eyes are different",1,"Nose is pointy but not same for the description photo",1,"Larger ears than the picture",1,"Thick neck",1
0,"Control",2.36371882086168,3,2,3,1.50625300625301,0.277210884353741,-4,"1",2,3,25,2,"45248",3,2025,4,15,"eyes",0,"nose",0,"hair",0,"mouth",0
0,"Control",0.363718820861679,0,1,1,-0.993746993746994,-1.22278911564626,2,"1",2,6,35,1,"70506",3,2025,4,15,"Mouth shape",1,"Eye width distance",0,"Hair shape",0,"Face shape",0
0,"Control",1.36371882086168,0,1,1,0.0895863395863392,-0.722789115646259,0.33333333333333,"1",2,4,36,2,"63116",3,2025,4,15,"Eyebrows",0,"Nose shape",1,"Hair style",0,"Jaw line",0
0.5,"Incriminating",0.488718820861679,-1,0,-2,0.506253006253006,-0.847789115646259,0.33333333333333,"1",2,4,72,2,"59714",3,2025,4,15,"nose",1,"ears",1,"hair",0,"neck",0
-0.5,"Exonerating",-1.38628117913832,-1,2,1,-0.827080327080327,0.527210884353741,0,"1,2",2,6,39,2,"85363",2,2025,4,15,"Facial hair",0,"Shape of hair on top of his head",0,"Shape of nose",0,"Glasses",0
-0.5,"Exonerating",-0.0112811791383214,2,2,3,0.339586339586339,-0.597789115646259,0,"1",1,3,35,2,"87505",4,2025,4,15,"Hair style",0,"Eye shape",0,"Lip shape",0,"Nose shape ",0
0.5,"Incriminating",1.11371882086168,1,0,1,1.08958633958634,-1.22278911564626,-3,"2",2,6,51,2,"75501",3,2025,4,15,"Elongated cheekbone",0,"Eyes width apart",1,"Mouth shape",1,"Nose bridge",0
-0.5,"Exonerating",-1.88628117913832,0,2,2,1.50625300625301,2.52721088435374,0,"1",2,5,29,1,"30646",4,2025,4,15,"eye",0,"nose ",0,"hair",0,"jaw",0
0.5,"Incriminating",0.863718820861679,1,2,3,0.589586339586339,0.527210884353741,-4,"2",2,5,38,2,"72903",4,2025,4,15,"Eyes width apart",0,"Mouth shape",0,"Nose angle",0,"Jaw line",0
0.5,"Incriminating",0.988718820861679,3,2,3,0.922919672919673,-1.72278911564626,-4,"1",2,5,22,1,"23831",3,2025,4,15,"eye width",0,"nose bridge angle",0,"hair texture",0,"Mouth shape",0
0,"Control",-3.01128117913832,0,2,2,-0.827080327080327,-0.0977891156462589,0,"1",2,2,27,1,"48035",4,2025,4,15,"Hairstyle",0,"Jawline",0,"Eyebrows",0,"Mouth Shape",0
0,"Control",-2.63628117913832,0,1,0,-0.160413660413661,-0.597789115646259,1,"1",2,5,36,1,"29588",1,2025,4,15,"square jaw",0,"ear size",0,"neck height",0,"top of nose",1
0,"Control",0.613718820861679,2,1,2,0.339586339586339,-0.472789115646259,1.33333333333333,"2",2,6,41,2,"98499",1,2025,4,15,"hair",0,"ear",0,"neck",0,"eyes",1
0,"Control",2.11371882086168,0,1,-2,2.00625300625301,2.27721088435374,4,"1",2,5,47,1,"95630",2,2025,4,15,"beard",0,"glasses",0,"clothes",0,"hair",1
0,"Control",-2.01128117913832,-1,0,-2,-0.660413660413661,-0.472789115646259,-1,"1",2,2,33,1,"32210",2,2025,4,15,"Eyes",1,"Nose shape",1,"Beard",0,"Hair style",0
0.5,"Incriminating",-0.0112811791383214,1,2,2,-1.07708032708033,-0.597789115646259,-3.66666666666667,"1",2,6,24,2,"06518",2,2025,4,15,"Beards",0,"Glasses",0,"Mouth",0,"Nose",0
0,"Control",0.613718820861679,0,2,3,0.922919672919673,0.0272108843537411,-1.66666666666667,"1",2,6,52,2,"18643",1,2025,4,15,"ears",0,"mouth shape",0,"hair cut",0,"nose bridge",0
0.5,"Incriminating",-2.76128117913832,2,2,3,2.75625300625301,1.65221088435374,4,"2",2,5,20,1,"20103",3,2025,4,15,"eyes",0,"jaw line",0,"hair",0,"mouth shape",0
0.5,"Incriminating",-1.13628117913832,-1,0,-2,-0.577080327080327,-0.972789115646259,-2.33333333333333,"2",2,5,59,1,"01852",3,2025,4,15,"Hair style",0,"Lack of facial beard",0,"Nose bridge angle",1,"Mouth shape",1
-0.5,"Exonerating",0.613718820861679,1,2,2,0.756253006253006,1.27721088435374,-2.66666666666667,"2",2,2,50,1,"30087",2,2025,4,15,"face",0,"eye",0,"nose",0,"beard",0
0.5,"Incriminating",1.61371882086168,2,2,2,0.672919672919673,-1.72278911564626,1.33333333333333,"2",1,6,33,2,"98221",2,2025,4,15,"beards",0,"spectacles",0,"Mouth shape",0,"Nose bridge angle",0
0.5,"Incriminating",2.23871882086168,2,2,2,1.42291967291967,-0.597789115646259,-2,"2",2,5,25,1,"75232",1,2025,4,15," the hair cut",0," ears",0," eye width",0," nose shape",0
-0.5,"Exonerating",-0.886281179138321,-2,-2,-2,-1.99374699374699,-1.72278911564626,4,"1",2,6,21,2,"77503",2,2025,4,15,"The man in the photograph has a full, groomed salt-and-pepper beard and mustache. Eyewitness sketches typically do not depict facial hair this detailed or consistently unless it was a major identifying feature. The sketch lacks this level of facial hair, suggesting a clean-shaven or lightly stubbled individual.",1,"The individual in the sketch looks significantly younger than the man in the photo, whose features (graying hair, beard, skin texture) suggest he is in his 50s or 60s. The sketch indicates someone closer to their 30s or 40s.",1,"The photo shows a polished, executive-like man wearing formal attire in an upscale urban environment. The context of the crime (an assault and robbery near an ATM at night) doesn’t seem to align with his presentation or socioeconomic status.",1,"Previous background reports indicate the man has a history of selfless behavior (saving someone from train tracks, helping a woman escape a stalker). This contradicts the violent, opportunistic nature of the ATM assault.",1
0,"Control",-2.13628117913832,-1,2,1,-2.41041366041366,-1.72278911564626,-4,"2,4",2,6,47,2,"94533",1,2025,4,15,"sharp narrow nose bridge",0,"square jawlne",0,"thin sparse mustache",0,"prominent ears",0
-0.5,"Exonerating",0.113718820861679,-2,-1,-2,0.256253006253006,0.152210884353741,0,"4",2,5,60,2,"11214",4,2025,4,15,"nose",1,"ears",1,"eyes",1,"eyebrows",0
-0.5,"Exonerating",1.23871882086168,-3,2,1,0.339586339586339,1.65221088435374,0,"2",2,6,33,1,"98294-9651",4,2025,4,15,"Nose bridge angle",0,"Mouth shape",0,"Eye with apart",0,"Mouth shape",0
0.5,"Incriminating",0.613718820861679,1,0,0,0.672919672919673,0.562925170068027,-3,"6",2,5,27,1,"35228",4,2025,4,15,"face width",1,"Hair length and texture",0,"Mouth width",1,"Dresscode",0
0,"Control",-0.261281179138321,2,0,-1,0.922919672919673,-1.47278911564626,2,"1",2,2,25,1,"62095",3,2025,4,15,"Eyes are different structured",1,"Nose length is similar",0,"The mouth and chin are different shapes mouth is more outwards and strong chinline",1,"Hair is similar the sketch tried to put curls",0
0.5,"Incriminating",0.863718820861679,3,2,2,2.17291967291967,-1.22278911564626,3,"1",2,4,54,2,"90036",4,2025,4,15,"Eyes",0,"Nose",0,"Hair",0,"Chin",0
0,"Control",-1.26128117913832,1,1,3,-0.910413660413661,-1.47278911564626,0,"1",2,4,28,2,"29801",2,2025,4,15,"eye width apart ",0,"hairline",1,"goatee",0,"nose bridge angle",0
0.5,"Incriminating",-0.0112811791383214,-2,1,2,1.83958633958634,-0.847789115646259,2,"2",2,6,35,1,"38040",2,2025,4,15,"nose",0,"eyes",1,"mouth shape",0,"mousetache",0
0,"Control",0.613718820861679,1,2,2,1.08958633958634,-0.222789115646259,1,"4",2,5,29,1,"60139",3,2025,4,15,"Nose",0,"Cheek Bones",0,"Hair",0,"Lips",0
0.5,"Incriminating",1.11371882086168,1,2,2,0.422919672919673,1.15221088435374,1.66666666666667,"1",2,2,60,1,"75013",1,2025,4,15,"hair",0,"eye",0,"nose",0,"mouth",0
-0.5,"Exonerating",1.61371882086168,2,0,0,-0.243746993746994,1.40221088435374,4,"1",2,5,32,2,"19904",4,2025,4,15,"dress",0,"head",0,"eye width apart",1,"nose",1
0.5,"Incriminating",-0.0112811791383214,-1,-1,-3,1.08958633958634,1.40221088435374,2,"1",1,6,51,1,"02722",1,2025,4,15,"The sketch shows a narrow , straight nose bridge that drops vertically, the photo reveals a slightly curved nose with a more rounded tip, suggesting a gentler angle than the one in the sketch.",1,"Both individuals have a long, narrow face shape with a relatively squared off jawline. The hairline in both cases is clean-cut and appears to follow a similar contour, though styled differently .",0,"In the sketch, the eyes are relatively wide-set, with a noticeable gap between them. In the photo the eyes appear closer together, giving more compact look across the upper face .",1,"In the sketch, the mouth is thin-lipped and slightly downturned, giving a stern appearance . The photograph shows fuller lips and a more relaxed or natural mouth, withoutnthe same downward slant",1
-0.5,"Exonerating",0.988718820861679,3,2,3,0.339586339586339,1.02721088435374,2,"1",2,5,28,2,"98662",4,2025,4,15,"mouth",0,"eye",0,"hair",0,"ear",0
0,"Control",0.488718820861679,1,2,2,0.756253006253006,-0.222789115646259,3,"1",2,6,34,2,"45662",4,2025,4,15,"Overall Head and Face Shape",0,"Hairline and Hair",0,"Eyebrows",0,"Mouth and Lips",0
0.5,"Incriminating",0.488718820861679,1,2,3,1.17291967291967,-0.972789115646259,2,"2",2,6,37,1,"68105",3,2025,4,15,"jaw line",0,"eye width apart",0,"nose bridge angle",0,"mouth shape",0
-0.5,"Exonerating",-0.0112811791383214,1,1,2,1.58958633958634,-1.72278911564626,0,"2",2,6,50,2,"32267",4,2025,4,15,"eye",1,"hair",0,"mouth",0,"chin",0
0.5,"Incriminating",-1.26128117913832,1,-2,-2,-0.493746993746994,-0.472789115646259,0,"1",2,5,NA,2,"19464",1,2025,4,15,"Hair",1,"Nose",1,"Mouth ",1,"Chin",1
0,"Control",-1.26128117913832,1,2,2,0.0895863395863392,1.65221088435374,-4,"1",2,6,63,4,"04860",3,2025,4,16,"hair",0,"nose",0,"face buiild",0,"eyes",0
